0,10.280555452
2,10.363430815
1,13.1461782694
6,12.4411806819
5,10
1,11.0025899491
3,11.1672731776
1,12.9503752312
9,12.326880464
3,13.6952926614
4,10.0157090977
3,11.7508263515
5,14.5610599788
3,12.7326958056
6,13.0465162105
3,13.3192886846
9,13.390531793
2,13.4094352985
9,12.4181013068
2,16.0135655567
11,15.3326724847
14,13.6747741827
6,18.3374844932
15,13.9932666666
10,20.5548337709
22,19.7297496752
16,22.5074896215
18,21.5791697051
17,19.1703271515
12,15.8409325826
15,12.858881839
16,21.6232864707
23,21.5561029871
21,22.2632568358
22,21.718141413
32,26.2271672886
24,18.7658174161
18,18.9240077726
15,17.2963929914
15,22.7847069382
17,13.9954124784
16,21.3744075038
13,12.7120405819
18,20.2511635444
11,15.237551581
10,20.4346549483
18,17.5627824038
23,17.1619187252
14,15.152508273
12,20.7422543474
11,12.3354730833
8,12.5827847934
8,15.1695353262
5,15.8524771285
10,14.6366662415
11,16.7994545987
10,20.330506167
15,13.7931364831
4,14.2290229608
9,13.2792731529
9,20.9933395097
23,18.7597373663
10,19.2546964364
9,21.5176188292
17,17.5910623265
13,15.332410205
15,20.7191544608
13,20.8239821583
22,23.8469142277
22,21.4675407995
19,19.621167281
22,20.0542591526
19,25.037500135
24,15.7449698865
13,18.9947458507
14,19.0664543628
21,22.050493605
20,18.7368367695
19,13.8988014238
10,12.2983406993
11,16.282900036
7,17.6026207723
10,13.716896187
9,16.7611322146
4,10
3,11.9236166234
3,10.6129229625
2,11.7375714826
1,11.7657311661
3,11.606953228
0,10
0,10
3,10
1,11.0065696277
1,11.3887273247
2,10
1,17.4107060563
9,14.3354776887
10,10.4693349372
4,12.2737453305
4,16.4898326751
10,13.7296047992
1,10.6794623328
6,13.4084404817
5,10
1,16.0862624518
9,13.8041958291
8,12.012353739
4,12.0212201035
5,10.5532064225
3,13.2481184051
5,13.1993574759
7,13.6982712941
7,15.4491513044
13,15.252268639
13,14.7200809073
10,28.1430487791
26,22.4591849024
18,16.3436118858
26,14.3675691115
17,21.4475622508
26,22.5550735511
21,20.7677713966
24,24.9232296395
20,22.5376675265
26,20.8552796594
21,17.5754138185
16,18.2876523851
16,21.7939005523
16,23.7733304908
20,17.1026901697
14,17.5887903858
12,13.0545718068
19,15.7250942563
12,15.4511373437
11,15.5390813102
12,15.0232924669
13,19.5634958583
14,13.0801182964
6,16.3732270241
10,13.117482902
6,14.3262107495
12,17.1178790094
13,14.3117791843
9,12.9402096301
9,13.89019708
2,26.0085360996
13,12.4773846685
15,15.7794790576
7,13.4178911773
11,23.362535036
19,20.7021082983
17,19.14576263
14,15.4587393037
15,16.6864458855
12,21.1869836433
26,18.453257789
18,21.421900363
17,20.0534431391
16,16.3711256991
15,15.5297695007
19,17.819362384
16,18.5068298361
20,16.4295198292
18,24.1566332161
28,18.5811030278
21,24.8832001555
29,25.9276055521
16,10.8126931196
10,14.7203028782
9,12.8142834456
8,12.3337866511
9,11.6221799481
8,14.3005499682
7,16.5029759179
4,10
3,10
0,11.9953588533
4,13.7443626519
3,12.226300501
0,10
1,11.4121558147
2,11.114498907
1,10.6479666484
2,10
2,10.5986272371
3,15.0184808461
4,14.7680995606
8,11.2412634075
4,13.3339604399
3,11.7388965877
2,14.7587595368
7,15.0562841483
9,15.6177644099
5,14.1377251947
4,11.8034411993
7,10.4426972463
6,10.4965127798
8,17.3767664244
6,12.4398560265
5,12.3083150398
11,11.1361785941
4,15.5186156459
6,17.1303711755
7,21.163300072
19,17.1916357636
15,21.281852237
19,25.7147569276
18,19.8277526207
22,13.9328542956
15,27.9369010542
22,16.6467889155
19,20.9161554559
19,19.2965139903
22,18.0886168313
13,17.1936884674
18,18.3399573343
17,26.5009444422
21,14.0839487554
13,21.2608136603
18,19.0808174375
16,26.579508457
17,16.1407800848
22,17.457941938
14,21.7470863509
17,17.0144867466
19,17.5707798172
18,16.2027591446
11,11.7622482304
8,11.7867936591
3,15.0388210419
12,15.157900241
10,16.1841349805
12,16.5189837124
11,11.8633631206
6,15.4663240628
6,14.9338486712
8,17.4802301411
8,13.7021783252
7,15.8971358663
6,14.8069761847
17,19.415526052
19,18.6980240554
21,14.3143001248
9,15.9855575992
12,21.8525711096
22,17.8397021508
28,23.1550296975
16,20.4780931126
20,22.0961510089
27,15.0359380382
14,18.2383356458
21,17.3646712012
17,15.8518477031
10,21.0651360214
21,25.9828526072
21,15.9222695689
17,27.8258499523
17,21.6333822863
18,17.0741231139
11,11.8878692835
10,16.5137750286
15,11.1021951783
5,11.1231532717
7,10.8570946003
2,13.9917389677
4,12.8241474631
4,10
1,11.2456531454
1,10
0,11.3549215939
3,12.824910112
5,11.8805523484
1,11.5312901259
2,10
0,10.3253827141
0,10
6,10.5696718199
3,11.0454913307
4,11.989240543
5,12.3251216376
4,12.6320722905
3,10.9939157824
7,13.4965264883
7,14.0152020895
6,14.7186633981
9,10.4702106501
2,13.2025544676
9,14.6110691902
7,12.4511646397
5,12.3295729387
13,18.5146763148
10,14.8162601248
8,15.6617884752
9,19.9840787637
14,18.773939963
21,15.5074820014
12,16.6314858051
12,15.2436720691
14,18.8477039503
19,20.4023137517
22,18.8450797721
14,22.0285604984
30,22.5743823109
21,19.228292351
25,18.5669580379
12,12.5561021646
15,24.9775875035
24,22.4123939281
21,15.6624171269
17,16.969231207
19,16.3868946495
13,16.11732071
19,14.6254318138
8,19.0273562859
16,19.2155934452
18,23.2236441055
19,12.888908902
9,12.4568819307
8,17.1199023496
10,15.2718852009
